season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Arsenal,Arsenal,18bb7c10,28,26.7,38,"3,420",90,100,38.0,418,83,,113,26,153,1.84,73,51,+22,+0.58,https://fbref.com/en/squads/18bb7c10/2018-2019/Arsenal-Stats
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Bournemouth,Bournemouth,4ba7cbea,28,26.6,38,"3,420",90,100,38.0,418,86,,104,17,162,1.18,56,70,-14,-0.37,https://fbref.com/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Brighton,Brighton,d07537b9,21,27.4,38,"3,420",90,100,38.0,418,84,,99,22,167,0.95,35,60,-25,-0.66,https://fbref.com/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Burnley,Burnley,943e8050,23,28.0,38,"3,420",90,100,38.0,418,86,,86,18,180,1.05,45,68,-23,-0.61,https://fbref.com/en/squads/943e8050/2018-2019/Burnley-Stats
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Cardiff City,Cardiff,75fae011,25,27.7,38,"3,420",90,100,38.0,418,85,,109,18,157,0.89,34,69,-35,-0.92,https://fbref.com/en/squads/75fae011/2018-2019/Cardiff-City-Stats
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Chelsea,Chelsea,cff3d9bb,24,27.3,38,"3,420",90,100,38.0,418,85,,113,20,153,1.89,63,39,+24,+0.63,https://fbref.com/en/squads/cff3d9bb/2018-2019/Chelsea-Stats
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Crystal Palace,Crystal Palace,47c64c55,26,27.4,38,"3,420",90,100,38.0,418,87,,92,14,174,1.29,51,53,-2,-0.05,https://fbref.com/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Everton,Everton,d3fd31cc,23,25.7,38,"3,420",90,100,38.0,418,85,,111,16,155,1.42,54,46,+8,+0.21,https://fbref.com/en/squads/d3fd31cc/2018-2019/Everton-Stats
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Fulham,Fulham,fd962109,28,26.0,38,"3,420",90,100,38.0,418,84,,108,22,158,0.68,34,81,-47,-1.24,https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Huddersfield,Huddersfield,f5922ca5,31,26.2,38,"3,420",90,100,38.0,418,84,,107,22,159,0.42,22,76,-54,-1.42,https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats
2018-2019,Premier League,playing_time,squad_for,2018-2019 Premier League Stats _ FBref.com.html,2026-09-20T20:41:51.232150+00:00,Leicester City,Leicester,a2d435b3,25,25.9,38,"3,420",90,100,38.0,418,85,,111,18,155,1.37,51,48,+3,+0.08,https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats
