season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Arsenal,Arsenal,18bb7c10,29,26.6,38,"3,420",90,100,38.0,418,83,,110,20,176,1.16,48,56,-8,-0.21,https://fbref.com/en/squads/18bb7c10/2019-2020/Arsenal-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Aston Villa,Aston Villa,8602292d,28,26.6,38,"3,420",90,100,38.0,418,84,,118,19,168,1.87,67,41,+26,+0.68,https://fbref.com/en/squads/8602292d/2019-2020/Aston-Villa-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Bournemouth,Bournemouth,4ba7cbea,27,26.8,38,"3,420",90,100,38.0,418,84,,117,21,167,1.92,65,40,+25,+0.66,https://fbref.com/en/squads/4ba7cbea/2019-2020/Bournemouth-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Brighton,Brighton,d07537b9,25,26.5,38,"3,420",90,100,38.0,418,84,,115,21,169,1.55,54,39,+15,+0.39,https://fbref.com/en/squads/d07537b9/2019-2020/Brighton-and-Hove-Albion-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Burnley,Burnley,943e8050,22,26.5,38,"3,420",90,100,38.0,418,86,,110,21,173,1.34,50,43,+7,+0.18,https://fbref.com/en/squads/943e8050/2019-2020/Burnley-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Chelsea,Chelsea,cff3d9bb,27,26.4,38,"3,420",90,100,38.0,418,84,,115,21,169,1.11,54,69,-15,-0.39,https://fbref.com/en/squads/cff3d9bb/2019-2020/Chelsea-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Crystal Palace,Crystal Palace,47c64c55,25,26.5,38,"3,420",90,100,38.0,418,85,,111,20,170,1.61,50,31,+19,+0.50,https://fbref.com/en/squads/47c64c55/2019-2020/Crystal-Palace-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Everton,Everton,d3fd31cc,24,26.6,38,"3,420",90,100,38.0,418,83,,111,19,173,1.45,56,44,+12,+0.32,https://fbref.com/en/squads/d3fd31cc/2019-2020/Everton-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Leicester City,Leicester,a2d435b3,24,26.6,38,"3,420",90,100,38.0,418,84,,116,20,168,1.16,41,67,-26,-0.68,https://fbref.com/en/squads/a2d435b3/2019-2020/Leicester-City-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Liverpool,Liverpool,822bd0ba,24,26.3,38,"3,420",90,100,38.0,418,85,,109,22,174,0.32,33,85,-52,-1.37,https://fbref.com/en/squads/822bd0ba/2019-2020/Liverpool-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Manchester City,Man City,b8fd03ef,24,26.5,38,"3,420",90,100,38.0,418,83,,119,20,164,0.79,35,102,-67,-1.76,https://fbref.com/en/squads/b8fd03ef/2019-2020/Manchester-City-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Manchester Utd,Man Utd,19538871,29,26.7,38,"3,420",90,100,38.0,418,85,,113,22,171,0.95,36,66,-30,-0.79,https://fbref.com/en/squads/19538871/2019-2020/Manchester-United-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Newcastle,Newcastle,b2b47a98,28,26.5,38,"3,420",90,100,38.0,418,84,,108,18,176,1.55,58,38,+20,+0.53,https://fbref.com/en/squads/b2b47a98/2019-2020/Newcastle-United-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Norwich City,Norwich,1c781004,30,26.5,38,"3,420",90,100,38.0,418,85,,119,19,164,2.29,75,26,+49,+1.29,https://fbref.com/en/squads/1c781004/2019-2020/Norwich-City-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Sheffield United,Sheffield Utd,1df6b87e,26,26.7,38,"3,420",90,100,38.0,418,84,,110,18,175,1.26,39,39,0,0.00,https://fbref.com/en/squads/1df6b87e/2019-2020/Sheffield-United-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Southampton,Southampton,33c895d4,25,26.5,38,"3,420",90,100,38.0,418,85,,113,21,170,1.45,60,51,+9,+0.24,https://fbref.com/en/squads/33c895d4/2019-2020/Southampton-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Tottenham,Spurs,361ca564,29,26.7,38,"3,420",90,100,38.0,418,85,,106,17,175,1.16,47,61,-14,-0.37,https://fbref.com/en/squads/361ca564/2019-2020/Tottenham-Hotspur-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Watford,Watford,2abfe087,26,26.5,38,"3,420",90,100,38.0,418,84,,105,21,179,1.84,64,36,+28,+0.74,https://fbref.com/en/squads/2abfe087/2019-2020/Watford-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,West Ham,West Ham,7c21e445,29,26.6,38,"3,420",90,100,38.0,418,85,,113,19,171,1.74,62,49,+13,+0.34,https://fbref.com/en/squads/7c21e445/2019-2020/West-Ham-United-Stats
2019-2020,Premier League,playing_time,squad_against,2019-2020 Premier League Stats _ FBref.com.html,2026-09-20T20:41:35.989478+00:00,Wolves,Wolves,8cec06e1,21,26.5,38,"3,420",90,100,38.0,418,86,,116,22,167,1.08,40,51,-11,-0.29,https://fbref.com/en/squads/8cec06e1/2019-2020/Wolverhampton-Wanderers-Stats
