season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Arsenal,Arsenal,18bb7c10,21,26.8,5,450,90,100,5.0,55,81,30,25,19,20,2.40,8,4,+4,+0.80,https://fbref.com/en/squads/18bb7c10/Arsenal-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Aston Villa,Aston Villa,8602292d,22,27.9,5,450,90,100,5.0,55,80,30,24,20,21,0.80,4,9,-5,-1.00,https://fbref.com/en/squads/8602292d/Aston-Villa-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Bournemouth,Bournemouth,4ba7cbea,18,26.2,4,360,90,100,4.0,44,86,26,18,10,18,0.75,6,7,-1,-0.25,https://fbref.com/en/squads/4ba7cbea/Bournemouth-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Brentford,Brentford,cd051869,20,25.6,5,450,90,100,5.0,55,80,31,24,23,21,1.80,10,4,+6,+1.20,https://fbref.com/en/squads/cd051869/Brentford-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Brighton,Brighton,d07537b9,22,25.7,5,450,90,100,5.0,55,85,34,21,13,24,2.00,16,5,+11,+2.20,https://fbref.com/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Chelsea,Chelsea,cff3d9bb,23,25.6,5,450,90,100,5.0,55,83,33,23,17,22,1.40,10,12,-2,-0.40,https://fbref.com/en/squads/cff3d9bb/Chelsea-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Coventry City,Coventry City,f7e3dfe9,21,26.7,5,450,90,100,5.0,55,81,33,21,21,24,0.60,1,10,-9,-1.80,https://fbref.com/en/squads/f7e3dfe9/Coventry-City-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Crystal Palace,Crystal Palace,47c64c55,26,26.0,4,360,90,100,4.0,44,79,23,20,22,16,0.75,6,11,-5,-1.25,https://fbref.com/en/squads/47c64c55/Crystal-Palace-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Everton,Everton,d3fd31cc,20,26.4,5,450,90,100,5.0,55,85,36,19,14,26,1.80,6,3,+3,+0.60,https://fbref.com/en/squads/d3fd31cc/Everton-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Fulham,Fulham,fd962109,20,26.8,4,360,90,100,4.0,44,83,26,18,17,18,0.25,4,7,-3,-0.75,https://fbref.com/en/squads/fd962109/Fulham-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Hull City,Hull City,bd8769d1,25,27.4,5,450,90,100,5.0,55,79,29,26,23,19,1.60,6,4,+2,+0.40,https://fbref.com/en/squads/bd8769d1/Hull-City-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Ipswich Town,Ipswich Town,b74092de,22,26.5,5,450,90,100,5.0,55,81,30,24,19,21,1.20,7,11,-4,-0.80,https://fbref.com/en/squads/b74092de/Ipswich-Town-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Leeds United,Leeds,5bfb9659,19,27.0,4,360,90,100,4.0,44,81,27,17,24,19,2.00,7,3,+4,+1.00,https://fbref.com/en/squads/5bfb9659/Leeds-United-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Liverpool,Liverpool,822bd0ba,18,26.6,4,360,90,100,4.0,44,81,26,18,21,18,1.50,6,4,+2,+0.50,https://fbref.com/en/squads/822bd0ba/Liverpool-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester City,Man City,b8fd03ef,21,25.7,4,360,90,100,4.0,44,83,29,14,17,22,3.00,8,2,+6,+1.50,https://fbref.com/en/squads/b8fd03ef/Manchester-City-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Manchester Utd,Man Utd,19538871,19,27.6,4,360,90,100,4.0,44,84,27,17,16,19,1.00,7,7,0,0.00,https://fbref.com/en/squads/19538871/Manchester-United-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Newcastle,Newcastle,b2b47a98,21,25.1,5,450,90,100,5.0,55,81,32,23,21,22,1.60,9,9,0,0.00,https://fbref.com/en/squads/b2b47a98/Newcastle-United-Stats
2026-2027,Premier League,playing_time,squad_for,Premier League Stats _ FBref.com.html,2026-09-20T20:17:23.677208+00:00,Nottingham,Nott'm Forest,e4a775cb,20,26.8,5,450,90,100,5.0,55,85,36,19,14,26,1.00,4,5,-1,-0.20,https://fbref.com/en/squads/e4a775cb/Nottingham-Forest-Stats
