season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2017-2018,Premier League,playing_time,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Arsenal,Arsenal,18bb7c10,30,26.8,38,"3,420",90,100,38.0,418,,,101,0,165,1.66,74,51,+23,+0.61,https://fbref.com/en/squads/18bb7c10/2017-2018/Arsenal-Stats
2017-2018,Premier League,playing_time,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Bournemouth,Bournemouth,4ba7cbea,22,26.9,38,"3,420",90,100,38.0,418,,,109,0,157,1.16,45,61,-16,-0.42,https://fbref.com/en/squads/4ba7cbea/2017-2018/Bournemouth-Stats
2017-2018,Premier League,playing_time,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Brighton,Brighton,d07537b9,24,27.5,38,"3,420",90,100,38.0,418,,,101,0,165,1.05,34,54,-20,-0.53,https://fbref.com/en/squads/d07537b9/2017-2018/Brighton-and-Hove-Albion-Stats
2017-2018,Premier League,playing_time,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Burnley,Burnley,943e8050,24,27.5,38,"3,420",90,100,38.0,418,,,83,0,183,1.42,36,39,-3,-0.08,https://fbref.com/en/squads/943e8050/2017-2018/Burnley-Stats
2017-2018,Premier League,playing_time,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Chelsea,Chelsea,cff3d9bb,26,26.7,38,"3,420",90,100,38.0,418,,,109,0,157,1.84,62,38,+24,+0.63,https://fbref.com/en/squads/cff3d9bb/2017-2018/Chelsea-Stats
2017-2018,Premier League,playing_time,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Crystal Palace,Crystal Palace,47c64c55,28,27.1,38,"3,420",90,100,38.0,418,,,73,0,191,1.16,45,55,-10,-0.26,https://fbref.com/en/squads/47c64c55/2017-2018/Crystal-Palace-Stats
2017-2018,Premier League,playing_time,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Everton,Everton,d3fd31cc,30,26.7,38,"3,420",90,100,38.0,418,,,114,0,152,1.29,44,58,-14,-0.37,https://fbref.com/en/squads/d3fd31cc/2017-2018/Everton-Stats
2017-2018,Premier League,playing_time,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Huddersfield,Huddersfield,f5922ca5,25,26.4,38,"3,420",90,100,38.0,418,,,112,0,154,0.97,28,58,-30,-0.79,https://fbref.com/en/squads/f5922ca5/2017-2018/Huddersfield-Town-Stats
2017-2018,Premier League,playing_time,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Leicester City,Leicester,a2d435b3,27,27.2,38,"3,420",90,100,38.0,418,,,107,0,159,1.24,56,60,-4,-0.11,https://fbref.com/en/squads/a2d435b3/2017-2018/Leicester-City-Stats
2017-2018,Premier League,playing_time,squad_for,2017-2018 Premier League Stats _ FBref.com.html,2026-09-20T20:42:06.730004+00:00,Liverpool,Liverpool,822bd0ba,27,25.6,38,"3,420",90,100,38.0,418,,,111,0,155,1.97,84,38,+46,+1.21,https://fbref.com/en/squads/822bd0ba/2017-2018/Liverpool-Stats
