season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Arsenal,Arsenal,18bb7c10,29,26.7,38,"3,420",90,100,38.0,418,84,320,100,21,215,1.21,39,55,-16,-0.42,https://fbref.com/en/squads/18bb7c10/2020-2021/Arsenal-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Aston Villa,Aston Villa,8602292d,24,26.7,38,"3,420",90,100,38.0,418,86,309,103,21,216,1.37,46,55,-9,-0.24,https://fbref.com/en/squads/8602292d/2020-2021/Aston-Villa-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Brighton,Brighton,d07537b9,27,26.4,38,"3,420",90,100,38.0,418,85,318,99,23,215,1.55,46,40,+6,+0.16,https://fbref.com/en/squads/d07537b9/2020-2021/Brighton-and-Hove-Albion-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Burnley,Burnley,943e8050,25,26.6,38,"3,420",90,100,38.0,418,86,317,99,19,215,1.74,55,33,+22,+0.58,https://fbref.com/en/squads/943e8050/2020-2021/Burnley-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Chelsea,Chelsea,cff3d9bb,27,26.3,38,"3,420",90,100,38.0,418,84,314,104,19,206,0.97,36,58,-22,-0.58,https://fbref.com/en/squads/cff3d9bb/2020-2021/Chelsea-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Crystal Palace,Crystal Palace,47c64c55,24,26.4,38,"3,420",90,100,38.0,418,86,315,101,18,212,1.63,66,41,+25,+0.66,https://fbref.com/en/squads/47c64c55/2020-2021/Crystal-Palace-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Everton,Everton,d3fd31cc,29,26.4,38,"3,420",90,100,38.0,418,85,317,100,19,215,1.24,48,47,+1,+0.03,https://fbref.com/en/squads/d3fd31cc/2020-2021/Everton-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Fulham,Fulham,fd962109,28,26.6,38,"3,420",90,100,38.0,418,85,319,99,21,216,1.92,53,27,+26,+0.68,https://fbref.com/en/squads/fd962109/2020-2021/Fulham-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Leeds United,Leeds,5bfb9659,23,26.5,38,"3,420",90,100,38.0,418,83,311,107,20,203,1.32,54,62,-8,-0.21,https://fbref.com/en/squads/5bfb9659/2020-2021/Leeds-United-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Leicester City,Leicester,a2d435b3,27,26.5,38,"3,420",90,100,38.0,418,85,314,103,21,213,1.11,50,68,-18,-0.47,https://fbref.com/en/squads/a2d435b3/2020-2021/Leicester-City-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Liverpool,Liverpool,822bd0ba,28,26.6,38,"3,420",90,100,38.0,418,85,315,103,19,210,0.95,42,68,-26,-0.68,https://fbref.com/en/squads/822bd0ba/2020-2021/Liverpool-Stats
2020-2021,Premier League,playing_time,squad_against,2020-2021 Premier League Stats _ FBref.com.html,2026-09-20T20:41:23.578122+00:00,Manchester City,Man City,b8fd03ef,24,26.4,38,"3,420",90,100,38.0,418,86,309,107,22,206,0.61,32,83,-51,-1.34,https://fbref.com/en/squads/b8fd03ef/2020-2021/Manchester-City-Stats
