season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Arsenal,Arsenal,18bb7c10,25,26.3,38,"3,420",90,100,38.0,418,84,270,147,22,192,0.53,29,91,-62,-1.63,https://fbref.com/en/squads/18bb7c10/2023-2024/Arsenal-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Aston Villa,Aston Villa,8602292d,31,26.2,38,"3,420",90,100,38.0,418,83,258,156,19,184,1.00,61,76,-15,-0.39,https://fbref.com/en/squads/8602292d/2023-2024/Aston-Villa-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Bournemouth,Bournemouth,4ba7cbea,30,26.2,38,"3,420",90,100,38.0,418,82,262,154,19,187,1.50,67,54,+13,+0.34,https://fbref.com/en/squads/4ba7cbea/2023-2024/Bournemouth-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Brentford,Brentford,cd051869,28,26.1,38,"3,420",90,100,38.0,418,83,280,136,19,206,1.74,65,56,+9,+0.24,https://fbref.com/en/squads/cd051869/2023-2024/Brentford-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Brighton,Brighton,d07537b9,30,26.3,38,"3,420",90,100,38.0,418,80,263,153,18,188,1.42,62,55,+7,+0.18,https://fbref.com/en/squads/d07537b9/2023-2024/Brighton-and-Hove-Albion-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Burnley,Burnley,943e8050,31,26.3,38,"3,420",90,100,38.0,418,82,273,145,18,195,2.13,78,41,+37,+0.97,https://fbref.com/en/squads/943e8050/2023-2024/Burnley-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Chelsea,Chelsea,cff3d9bb,32,26.3,38,"3,420",90,100,38.0,418,84,263,154,21,187,1.11,63,77,-14,-0.37,https://fbref.com/en/squads/cff3d9bb/2023-2024/Chelsea-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Crystal Palace,Crystal Palace,47c64c55,26,26.3,38,"3,420",90,100,38.0,418,85,258,158,18,183,1.45,58,57,+1,+0.03,https://fbref.com/en/squads/47c64c55/2023-2024/Crystal-Palace-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Everton,Everton,d3fd31cc,26,26.3,38,"3,420",90,100,38.0,418,85,271,146,19,194,1.50,51,40,+11,+0.29,https://fbref.com/en/squads/d3fd31cc/2023-2024/Everton-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Fulham,Fulham,fd962109,25,26.1,38,"3,420",90,100,38.0,418,82,263,158,21,183,1.55,61,55,+6,+0.16,https://fbref.com/en/squads/fd962109/2023-2024/Fulham-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Liverpool,Liverpool,822bd0ba,30,26.2,38,"3,420",90,100,38.0,418,82,273,143,19,197,0.58,41,86,-45,-1.18,https://fbref.com/en/squads/822bd0ba/2023-2024/Liverpool-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Luton Town,Luton,e297cd13,28,26.5,38,"3,420",90,100,38.0,418,82,263,155,18,187,2.11,85,52,+33,+0.87,https://fbref.com/en/squads/e297cd13/2023-2024/Luton-Town-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Manchester City,Man City,b8fd03ef,25,26.4,38,"3,420",90,100,38.0,418,85,256,161,19,180,0.42,34,96,-62,-1.63,https://fbref.com/en/squads/b8fd03ef/2023-2024/Manchester-City-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Manchester Utd,Man Utd,19538871,31,26.2,38,"3,420",90,100,38.0,418,84,275,143,16,198,1.26,58,57,+1,+0.03,https://fbref.com/en/squads/19538871/2023-2024/Manchester-United-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Newcastle,Newcastle,b2b47a98,32,26.2,38,"3,420",90,100,38.0,418,83,262,153,19,189,1.26,62,85,-23,-0.61,https://fbref.com/en/squads/b2b47a98/2023-2024/Newcastle-United-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Nottingham,Nott'm Forest,e4a775cb,33,26.4,38,"3,420",90,100,38.0,418,83,262,152,21,189,1.82,67,49,+18,+0.47,https://fbref.com/en/squads/e4a775cb/2023-2024/Nottingham-Forest-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Sheffield United,Sheffield Utd,1df6b87e,35,26.4,38,"3,420",90,100,38.0,418,81,265,152,17,188,2.39,104,35,+69,+1.82,https://fbref.com/en/squads/1df6b87e/2023-2024/Sheffield-United-Stats
2023-2024,Premier League,playing_time,squad_against,2023-2024 Premier League Stats _ FBref.com.html,2026-09-20T20:39:02.383394+00:00,Tottenham,Spurs,361ca564,29,26.4,38,"3,420",90,100,38.0,418,82,261,154,19,187,1.11,61,74,-13,-0.34,https://fbref.com/en/squads/361ca564/2023-2024/Tottenham-Hotspur-Stats
