season,gw,fixture,home,away,kickoff,deadline,event_id,query_date,snapshot,next_snapshot,gap_min,books,players_by_book,cost,remaining
2024-25,10,92,Fulham,Brentford,2024-11-04T20:00:00+00:00,2024-11-02T11:00:00Z,d88661598c60f48c270f324216c141c1,2024-11-02T10:59:00Z,2024-11-02T10:55:39Z,2024-11-02T11:00:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:25|bovada:38|draftkings:36|fanduel:37|onexbet:39,20,19463
2024-25,10,93,Ipswich,Leicester,2024-11-02T15:00:00+00:00,2024-11-02T11:00:00Z,cab69771b6a55464fb28a4988d195460,2024-11-02T10:59:00Z,2024-11-02T10:55:39Z,2024-11-02T11:00:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:23|bovada:29|draftkings:30|fanduel:30|onexbet:30,20,19443
2024-25,10,94,Liverpool,Brighton,2024-11-02T15:00:00+00:00,2024-11-02T11:00:00Z,30ca05711e870ca4a63c595c6bf48a31,2024-11-02T10:59:00Z,2024-11-02T10:55:39Z,2024-11-02T11:00:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:30|bovada:40|draftkings:38|fanduel:38|onexbet:39,20,19423
2024-25,10,95,Man Utd,Chelsea,2024-11-03T16:30:00+00:00,2024-11-02T11:00:00Z,f4775f5074f79f71cbbddc74d64e9310,2024-11-02T10:59:00Z,2024-11-02T10:55:39Z,2024-11-02T11:00:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:26|bovada:43|draftkings:43|fanduel:43|onexbet:48,20,19403
2024-25,10,96,Newcastle,Arsenal,2024-11-02T12:30:00+00:00,2024-11-02T11:00:00Z,8236c938130428f0fcdf7651f4112040,2024-11-02T10:59:00Z,2024-11-02T10:55:39Z,2024-11-02T11:00:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:25|bovada:37|draftkings:38|fanduel:37|onexbet:41,20,19383
2024-25,10,97,Nott'm Forest,West Ham,2024-11-02T15:00:00+00:00,2024-11-02T11:00:00Z,a76214c449878075c021fae3f6098cb7,2024-11-02T10:59:00Z,2024-11-02T10:55:39Z,2024-11-02T11:00:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:24|bovada:35|draftkings:35|fanduel:34|onexbet:39,20,19363
2024-25,10,98,Southampton,Everton,2024-11-02T15:00:00+00:00,2024-11-02T11:00:00Z,eedffe4c584ccce0bffa0839c970e2ff,2024-11-02T10:59:00Z,2024-11-02T10:55:39Z,2024-11-02T11:00:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:23|bovada:32|draftkings:32|fanduel:32|onexbet:35,20,19343
2024-25,10,99,Spurs,Aston Villa,2024-11-03T14:00:00+00:00,2024-11-02T11:00:00Z,d7d17a7b0d52d798dd86ac09d6833189,2024-11-02T10:59:00Z,2024-11-02T10:55:39Z,2024-11-02T11:00:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:29|bovada:39|draftkings:40|fanduel:40|onexbet:48,20,19323
2024-25,10,100,Wolves,Crystal Palace,2024-11-02T17:30:00+00:00,2024-11-02T11:00:00Z,a82dbc3e753fc2917e493037abec0759,2024-11-02T10:59:00Z,2024-11-02T10:55:39Z,2024-11-02T11:00:39Z,4.3,betmgm|betrivers|bovada|draftkings|fanduel|onexbet,betmgm:35|betrivers:26|bovada:31|draftkings:36|fanduel:34|onexbet:38,20,19303
2024-25,11,101,Brentford,Bournemouth,2024-11-09T15:00:00+00:00,2024-11-09T13:30:00Z,9e0c99af94ab830a4d5729388bd2398b,2024-11-09T13:29:00Z,2024-11-09T13:25:39Z,2024-11-09T13:30:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:27|bovada:36|draftkings:39|fanduel:39|onexbet:44,20,19282
2024-25,11,102,Brighton,Man City,2024-11-09T17:30:00+00:00,2024-11-09T13:30:00Z,bdf11c0fed7acde852f8c9971600caaa,2024-11-09T13:29:00Z,2024-11-09T13:25:39Z,2024-11-09T13:30:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:28|bovada:34|draftkings:39|fanduel:39|onexbet:41,20,19262
2024-25,11,103,Chelsea,Arsenal,2024-11-10T16:30:00+00:00,2024-11-09T13:30:00Z,2c2dbd0a6bd84bab7a8e9b53c97bfeba,2024-11-09T13:29:00Z,2024-11-09T13:25:39Z,2024-11-09T13:30:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:27|bovada:47|draftkings:41|fanduel:41|onexbet:47,20,19242
2024-25,11,104,Crystal Palace,Fulham,2024-11-09T15:00:00+00:00,2024-11-09T13:30:00Z,34d18475af0092cf26ea5b79931b0b76,2024-11-09T13:29:00Z,2024-11-09T13:25:39Z,2024-11-09T13:30:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:24|bovada:34|draftkings:32|fanduel:34|onexbet:45,20,19222
2024-25,11,105,Liverpool,Aston Villa,2024-11-09T20:00:00+00:00,2024-11-09T13:30:00Z,79dc2babfbe037e8dd784c222582b471,2024-11-09T13:29:00Z,2024-11-09T13:25:39Z,2024-11-09T13:30:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:28|bovada:37|draftkings:37|fanduel:38|onexbet:44,20,19202
2024-25,11,106,Man Utd,Leicester,2024-11-10T14:00:00+00:00,2024-11-09T13:30:00Z,c82f0070fd6c6be3dd27daad787fe945,2024-11-09T13:29:00Z,2024-11-09T13:25:39Z,2024-11-09T13:30:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:24|bovada:35|draftkings:38|fanduel:37|onexbet:42,20,19182
2024-25,11,107,Nott'm Forest,Newcastle,2024-11-10T14:00:00+00:00,2024-11-09T13:30:00Z,c523f2491a96d7d0784be90aac1d36d1,2024-11-09T13:29:00Z,2024-11-09T13:25:39Z,2024-11-09T13:30:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:23|bovada:38|draftkings:38|fanduel:38|onexbet:41,20,19162
2024-25,11,108,Spurs,Ipswich,2024-11-10T14:00:00+00:00,2024-11-09T13:30:00Z,549097d6b12f2d6e2a02a10a3d30e4c2,2024-11-09T13:29:00Z,2024-11-09T13:25:39Z,2024-11-09T13:30:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:28|bovada:33|draftkings:35|fanduel:35|onexbet:43,20,19142
2024-25,11,109,West Ham,Everton,2024-11-09T15:00:00+00:00,2024-11-09T13:30:00Z,81bc91dc843f0d5c10d5430e55084a30,2024-11-09T13:29:00Z,2024-11-09T13:25:39Z,2024-11-09T13:30:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:26|bovada:32|draftkings:33|fanduel:32|onexbet:41,20,19122
2024-25,11,110,Wolves,Southampton,2024-11-09T15:00:00+00:00,2024-11-09T13:30:00Z,b635f72617dfb46951c5a580009a7155,2024-11-09T13:29:00Z,2024-11-09T13:25:39Z,2024-11-09T13:30:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:26|bovada:31|draftkings:34|fanduel:34|onexbet:36,20,19102
2024-25,12,111,Arsenal,Nott'm Forest,2024-11-23T15:00:00+00:00,2024-11-23T11:00:00Z,4b73f617ea2067c107069fecc1975944,2024-11-23T10:59:00Z,2024-11-23T10:55:38Z,2024-11-23T11:00:39Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:26|bovada:33|draftkings:36|fanduel:36|onexbet:38,20,19081
2024-25,12,112,Aston Villa,Crystal Palace,2024-11-23T15:00:00+00:00,2024-11-23T11:00:00Z,fbb46feb1bff04741f7d5f8c940bb5c5,2024-11-23T10:59:00Z,2024-11-23T10:55:38Z,2024-11-23T11:00:39Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:32|bovada:38|draftkings:37|fanduel:39|onexbet:47,20,19061
2024-25,12,113,Bournemouth,Brighton,2024-11-23T15:00:00+00:00,2024-11-23T11:00:00Z,c5c0c89b8f1dbbc37361ff40ff72d3a6,2024-11-23T10:59:00Z,2024-11-23T10:55:38Z,2024-11-23T11:00:39Z,4.4,betmgm|betrivers|bovada|draftkings|fanduel|onexbet,betmgm:42|betrivers:32|bovada:37|draftkings:40|fanduel:41|onexbet:43,20,19041
2024-25,12,114,Everton,Brentford,2024-11-23T15:00:00+00:00,2024-11-23T11:00:00Z,96baa3b20be04aa2f69b9fa8079a872d,2024-11-23T10:59:00Z,2024-11-23T10:55:38Z,2024-11-23T11:00:39Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:28|bovada:38|draftkings:38|fanduel:38|onexbet:42,20,19021
2024-25,12,115,Fulham,Wolves,2024-11-23T15:00:00+00:00,2024-11-23T11:00:00Z,879f127a1faea9e894838302e29c9698,2024-11-23T10:59:00Z,2024-11-23T10:55:38Z,2024-11-23T11:00:39Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:29|bovada:37|draftkings:36|fanduel:37|onexbet:40,20,19001
2024-25,12,116,Ipswich,Man Utd,2024-11-24T16:30:00+00:00,2024-11-23T11:00:00Z,36fbbbe15f299601484b7a7e808868fb,2024-11-23T10:59:00Z,2024-11-23T10:55:38Z,2024-11-23T11:00:39Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:32|bovada:43|draftkings:43|fanduel:43|onexbet:45,20,18981
2024-25,12,117,Leicester,Chelsea,2024-11-23T12:30:00+00:00,2024-11-23T11:00:00Z,4a7498cabf3da36aba236c1be0254b97,2024-11-23T10:59:00Z,2024-11-23T10:55:38Z,2024-11-23T11:00:39Z,4.4,betmgm|betrivers|bovada|draftkings|fanduel|onexbet,betmgm:38|betrivers:30|bovada:35|draftkings:35|fanduel:35|onexbet:40,20,18961
2024-25,12,118,Man City,Spurs,2024-11-23T17:30:00+00:00,2024-11-23T11:00:00Z,19421d65822616a69f2ba9cd5a49a615,2024-11-23T10:59:00Z,2024-11-23T10:55:38Z,2024-11-23T11:00:39Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:30|bovada:34|draftkings:33|fanduel:34|onexbet:37,20,18941
2024-25,12,119,Newcastle,West Ham,2024-11-25T20:00:00+00:00,2024-11-23T11:00:00Z,744a5b27ff6c4cbacf17916b8313e8b3,2024-11-23T10:59:00Z,2024-11-23T10:55:38Z,2024-11-23T11:00:39Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:29|bovada:41|draftkings:39|fanduel:36|onexbet:44,20,18921
2024-25,12,120,Southampton,Liverpool,2024-11-24T14:00:00+00:00,2024-11-23T11:00:00Z,fec99601592d6f909c245b2a9a3a496d,2024-11-23T10:59:00Z,2024-11-23T10:55:38Z,2024-11-23T11:00:39Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:28|bovada:33|draftkings:35|fanduel:36|onexbet:35,20,18901
2024-25,13,121,Brentford,Leicester,2024-11-30T15:00:00+00:00,2024-11-29T18:30:00Z,c96b64fca9e5b294f39f8482bfa3efbb,2024-11-29T18:29:00Z,2024-11-29T18:25:40Z,2024-11-29T18:30:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:23|bovada:40|draftkings:33|fanduel:33|onexbet:36,20,18880
2024-25,13,122,Brighton,Southampton,2024-11-29T20:00:00+00:00,2024-11-29T18:30:00Z,88073017de0911f9c9f6636d14e81868,2024-11-29T18:29:00Z,2024-11-29T18:25:40Z,2024-11-29T18:30:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:30|bovada:38|draftkings:36|fanduel:36|onexbet:36,20,18860
2024-25,13,123,Chelsea,Aston Villa,2024-12-01T13:30:00+00:00,2024-11-29T18:30:00Z,d1663b5a72e3b1507f2e167876785507,2024-11-29T18:29:00Z,2024-11-29T18:25:40Z,2024-11-29T18:30:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:36|bovada:42|draftkings:41|fanduel:41|onexbet:50,20,18840
2024-25,13,124,Crystal Palace,Newcastle,2024-11-30T15:00:00+00:00,2024-11-29T18:30:00Z,d008a7cc3ceb6522a9403b1ca1f386b7,2024-11-29T18:29:00Z,2024-11-29T18:25:40Z,2024-11-29T18:30:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:30|bovada:41|draftkings:39|fanduel:39|onexbet:45,20,18820
2024-25,13,125,Liverpool,Man City,2024-12-01T16:00:00+00:00,2024-11-29T18:30:00Z,449b5fb98fb47fd07d1d5804276d220a,2024-11-29T18:29:00Z,2024-11-29T18:25:40Z,2024-11-29T18:30:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:30|bovada:36|draftkings:37|fanduel:38|onexbet:37,20,18800
2024-25,13,126,Man Utd,Everton,2024-12-01T13:30:00+00:00,2024-11-29T18:30:00Z,11bf7e2a6be757b5c3f3bfaff25c04b8,2024-11-29T18:29:00Z,2024-11-29T18:25:40Z,2024-11-29T18:30:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:30|bovada:39|draftkings:39|fanduel:39|onexbet:45,20,18780
2024-25,13,127,Nott'm Forest,Ipswich,2024-11-30T15:00:00+00:00,2024-11-29T18:30:00Z,8b33f64ddcb105de5cf96d781ae8bcbc,2024-11-29T18:29:00Z,2024-11-29T18:25:40Z,2024-11-29T18:30:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:27|bovada:35|draftkings:35|fanduel:35|onexbet:39,20,18760
2024-25,13,128,Spurs,Fulham,2024-12-01T13:30:00+00:00,2024-11-29T18:30:00Z,dae89832d3a009da366defb15dc6cdba,2024-11-29T18:29:00Z,2024-11-29T18:25:40Z,2024-11-29T18:30:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:30|bovada:35|draftkings:34|fanduel:35|onexbet:39,20,18740
2024-25,13,129,West Ham,Arsenal,2024-11-30T17:30:00+00:00,2024-11-29T18:30:00Z,ba3e557c863736cc2fe1609a8f7f1dbc,2024-11-29T18:29:00Z,2024-11-29T18:25:40Z,2024-11-29T18:30:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:28|bovada:34|draftkings:34|fanduel:32|onexbet:39,20,18720
2024-25,13,130,Wolves,Bournemouth,2024-11-30T15:00:00+00:00,2024-11-29T18:30:00Z,5ccdf1a9875c8417bf996e1a5494e604,2024-11-29T18:29:00Z,2024-11-29T18:25:40Z,2024-11-29T18:30:39Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:28|bovada:36|draftkings:36|fanduel:37|onexbet:42,20,18700
2024-25,14,131,Arsenal,Man Utd,2024-12-04T20:15:00+00:00,2024-12-03T18:00:00Z,7a49bf6a3b8487bfb5941dc6f3554219,2024-12-03T17:59:00Z,2024-12-03T17:55:39Z,2024-12-03T18:00:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:28|bovada:42|draftkings:35|fanduel:35|onexbet:41,20,18679
2024-25,14,132,Aston Villa,Brentford,2024-12-04T20:15:00+00:00,2024-12-03T18:00:00Z,dd4e15590abf2809327c5847ac48224a,2024-12-03T17:59:00Z,2024-12-03T17:55:39Z,2024-12-03T18:00:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:33|bovada:36|draftkings:38|fanduel:39|onexbet:43,20,18659
2024-25,14,133,Bournemouth,Spurs,2024-12-05T20:15:00+00:00,2024-12-03T18:00:00Z,9d4b4b9aedc8b215eb1aefeccc88cfbb,2024-12-03T17:59:00Z,2024-12-03T17:55:39Z,2024-12-03T18:00:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:29|bovada:35|draftkings:35|fanduel:35|onexbet:40,20,18639
2024-25,14,134,Everton,Wolves,2024-12-04T19:30:00+00:00,2024-12-03T18:00:00Z,cf50e11019bafbf2b5f32da174a2a4f5,2024-12-03T17:59:00Z,2024-12-03T17:55:39Z,2024-12-03T18:00:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:26|bovada:37|draftkings:34|fanduel:35|onexbet:39,20,18619
2024-25,14,135,Fulham,Brighton,2024-12-05T19:30:00+00:00,2024-12-03T18:00:00Z,79ec8f88b4ba9da31ddd12fcb5ef5255,2024-12-03T17:59:00Z,2024-12-03T17:55:39Z,2024-12-03T18:00:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:32|bovada:37|draftkings:35|fanduel:37|onexbet:39,20,18599
2024-25,14,136,Ipswich,Crystal Palace,2024-12-03T19:30:00+00:00,2024-12-03T18:00:00Z,1f3a141af7b6cda2db7c51cd49b69430,2024-12-03T17:59:00Z,2024-12-03T17:55:39Z,2024-12-03T18:00:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:25|bovada:37|draftkings:37|fanduel:36|onexbet:42,20,18579
2024-25,14,137,Leicester,West Ham,2024-12-03T20:15:00+00:00,2024-12-03T18:00:00Z,882cefd62d702d18942a27b8bdabe217,2024-12-03T17:59:00Z,2024-12-03T17:55:39Z,2024-12-03T18:00:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:25|bovada:35|draftkings:36|fanduel:34|onexbet:39,20,18559
2024-25,14,138,Man City,Nott'm Forest,2024-12-04T19:30:00+00:00,2024-12-03T18:00:00Z,c5f90c628d39b81cb2d9193f33986e94,2024-12-03T17:59:00Z,2024-12-03T17:55:39Z,2024-12-03T18:00:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:29|bovada:36|draftkings:34|fanduel:34|onexbet:38,20,18539
2024-25,14,139,Newcastle,Liverpool,2024-12-04T19:30:00+00:00,2024-12-03T18:00:00Z,d8a41f415b6d80b1639e4d7d3c9fd0cd,2024-12-03T17:59:00Z,2024-12-03T17:55:39Z,2024-12-03T18:00:38Z,4.3,betrivers|bovada|fanduel|onexbet,betrivers:29|bovada:37|fanduel:41|onexbet:40,20,18519
2024-25,14,140,Southampton,Chelsea,2024-12-04T19:30:00+00:00,2024-12-03T18:00:00Z,35a970f1185447b6ecb34579e3a9081f,2024-12-03T17:59:00Z,2024-12-03T17:55:39Z,2024-12-03T18:00:38Z,4.3,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:27|bovada:40|draftkings:33|fanduel:33|onexbet:39,20,18499
2024-25,15,141,Aston Villa,Southampton,2024-12-07T15:00:00+00:00,2024-12-07T11:00:00Z,441ec3f40dac37e0bda3ca779bd91d08,2024-12-07T10:59:00Z,2024-12-07T10:55:38Z,2024-12-07T11:00:38Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:28|bovada:35|draftkings:35|fanduel:35|onexbet:39,20,18478
2024-25,15,142,Brentford,Newcastle,2024-12-07T15:00:00+00:00,2024-12-07T11:00:00Z,1179eb54e941669c6e4a7c76e7ac2652,2024-12-07T10:59:00Z,2024-12-07T10:55:38Z,2024-12-07T11:00:38Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:30|bovada:40|draftkings:39|fanduel:40|onexbet:41,20,18458
2024-25,15,143,Crystal Palace,Man City,2024-12-07T15:00:00+00:00,2024-12-07T11:00:00Z,9299cecc64b75d89fa192e5b3361fbf9,2024-12-07T10:59:00Z,2024-12-07T10:55:38Z,2024-12-07T11:00:38Z,4.4,betrivers|bovada|draftkings|fanduel|onexbet,betrivers:25|bovada:32|draftkings:38|fanduel:38|onexbet:42,20,18438
