season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2025-2026,Premier League,playing_time,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Arsenal,Arsenal,18bb7c10,25,26.1,38,"3,420",90,100,38.0,418,81,260,157,19,185,0.58,27,71,-44,-1.16,https://fbref.com/en/squads/18bb7c10/2025-2026/Arsenal-Stats
2025-2026,Premier League,playing_time,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Aston Villa,Aston Villa,8602292d,30,26.0,38,"3,420",90,100,38.0,418,82,268,151,18,189,1.08,49,56,-7,-0.18,https://fbref.com/en/squads/8602292d/2025-2026/Aston-Villa-Stats
2025-2026,Premier League,playing_time,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Bournemouth,Bournemouth,4ba7cbea,26,26.2,38,"3,420",90,100,38.0,418,83,254,160,23,182,1.03,54,58,-4,-0.11,https://fbref.com/en/squads/4ba7cbea/2025-2026/Bournemouth-Stats
2025-2026,Premier League,playing_time,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Brentford,Brentford,cd051869,26,26.3,38,"3,420",90,100,38.0,418,84,264,154,21,188,1.32,52,55,-3,-0.08,https://fbref.com/en/squads/cd051869/2025-2026/Brentford-Stats
2025-2026,Premier League,playing_time,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Brighton,Brighton,d07537b9,28,26.1,38,"3,420",90,100,38.0,418,82,252,165,20,176,1.32,46,52,-6,-0.16,https://fbref.com/en/squads/d07537b9/2025-2026/Brighton-and-Hove-Albion-Stats
2025-2026,Premier League,playing_time,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Burnley,Burnley,943e8050,28,26.1,38,"3,420",90,100,38.0,418,83,249,169,16,172,2.16,75,38,+37,+0.97,https://fbref.com/en/squads/943e8050/2025-2026/Burnley-Stats
2025-2026,Premier League,playing_time,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Chelsea,Chelsea,cff3d9bb,30,26.3,38,"3,420",90,100,38.0,418,80,263,154,20,188,1.37,52,58,-6,-0.16,https://fbref.com/en/squads/cff3d9bb/2025-2026/Chelsea-Stats
2025-2026,Premier League,playing_time,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Crystal Palace,Crystal Palace,47c64c55,30,26.2,38,"3,420",90,100,38.0,418,83,255,159,18,183,1.50,51,41,+10,+0.26,https://fbref.com/en/squads/47c64c55/2025-2026/Crystal-Palace-Stats
2025-2026,Premier League,playing_time,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Everton,Everton,d3fd31cc,22,26.0,38,"3,420",90,100,38.0,418,85,273,147,20,194,1.45,50,47,+3,+0.08,https://fbref.com/en/squads/d3fd31cc/2025-2026/Everton-Stats
2025-2026,Premier League,playing_time,squad_against,2025-2026 Premier League Stats _ FBref.com.html,2026-09-20T20:38:40.531517+00:00,Fulham,Fulham,fd962109,24,26.1,38,"3,420",90,100,38.0,418,82,252,164,19,178,1.45,51,47,+4,+0.11,https://fbref.com/en/squads/fd962109/2025-2026/Fulham-Stats
