season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Arsenal,Arsenal,18bb7c10,26,24.7,38,"3,420",90,100,38.0,418,85,270,150,15,192,2.21,88,43,+45,+1.18,https://fbref.com/en/squads/18bb7c10/2022-2023/Arsenal-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Aston Villa,Aston Villa,8602292d,26,27.0,38,"3,420",90,100,38.0,418,83,274,144,20,193,1.61,51,46,+5,+0.13,https://fbref.com/en/squads/8602292d/2022-2023/Aston-Villa-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Bournemouth,Bournemouth,4ba7cbea,31,26.3,38,"3,420",90,100,38.0,418,84,279,141,19,201,1.03,37,71,-34,-0.89,https://fbref.com/en/squads/4ba7cbea/2022-2023/Bournemouth-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Brentford,Brentford,cd051869,25,26.2,38,"3,420",90,100,38.0,418,82,247,171,19,171,1.55,58,46,+12,+0.32,https://fbref.com/en/squads/cd051869/2022-2023/Brentford-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Brighton,Brighton,d07537b9,29,26.3,38,"3,420",90,100,38.0,418,83,277,143,19,199,1.63,72,53,+19,+0.50,https://fbref.com/en/squads/d07537b9/2022-2023/Brighton-and-Hove-Albion-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Chelsea,Chelsea,cff3d9bb,32,26.3,38,"3,420",90,100,38.0,418,81,243,173,22,169,1.16,38,47,-9,-0.24,https://fbref.com/en/squads/cff3d9bb/2022-2023/Chelsea-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Crystal Palace,Crystal Palace,47c64c55,26,26.7,38,"3,420",90,100,38.0,418,84,277,138,17,204,1.18,40,49,-9,-0.24,https://fbref.com/en/squads/47c64c55/2022-2023/Crystal-Palace-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Everton,Everton,d3fd31cc,28,26.6,38,"3,420",90,100,38.0,418,84,300,116,20,225,0.95,34,57,-23,-0.61,https://fbref.com/en/squads/d3fd31cc/2022-2023/Everton-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Fulham,Fulham,fd962109,29,28.2,38,"3,420",90,100,38.0,418,84,265,152,15,190,1.37,55,53,+2,+0.05,https://fbref.com/en/squads/fd962109/2022-2023/Fulham-Stats
2022-2023,Premier League,playing_time,squad_for,2022-2023 Premier League Stats _ FBref.com.html,2026-09-20T20:39:13.143768+00:00,Leeds United,Leeds,5bfb9659,29,25.3,38,"3,420",90,100,38.0,418,82,260,157,21,185,0.82,48,78,-30,-0.79,https://fbref.com/en/squads/5bfb9659/2022-2023/Leeds-United-Stats
