season,competition,category,table_type,source_file,saved_at,team_fbref,team,team_fbref_id,players_used,avg_age,games,minutes,minutes_per_game,minutes_pct,minutes_90s,games_starts,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,team_href
2016-2017,Premier League,playing_time,squad_against,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Arsenal,Arsenal,18bb7c10,29,27.4,38,"3,420",90,100,38.0,418,,,108,19,158,0.87,44,77,-33,-0.87,https://fbref.com/en/squads/18bb7c10/2016-2017/Arsenal-Stats
2016-2017,Premier League,playing_time,squad_against,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Bournemouth,Bournemouth,4ba7cbea,27,27.3,38,"3,420",90,100,38.0,418,,,104,20,162,1.53,67,55,+12,+0.32,https://fbref.com/en/squads/4ba7cbea/2016-2017/Bournemouth-Stats
2016-2017,Premier League,playing_time,squad_against,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Burnley,Burnley,943e8050,27,27.5,38,"3,420",90,100,38.0,418,,,104,17,161,1.76,55,39,+16,+0.42,https://fbref.com/en/squads/943e8050/2016-2017/Burnley-Stats
2016-2017,Premier League,playing_time,squad_against,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Chelsea,Chelsea,cff3d9bb,24,27.4,38,"3,420",90,100,38.0,418,,,104,20,162,0.47,33,85,-52,-1.37,https://fbref.com/en/squads/cff3d9bb/2016-2017/Chelsea-Stats
2016-2017,Premier League,playing_time,squad_against,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Crystal Palace,Crystal Palace,47c64c55,31,27.3,38,"3,420",90,100,38.0,418,,,106,20,160,1.79,63,50,+13,+0.34,https://fbref.com/en/squads/47c64c55/2016-2017/Crystal-Palace-Stats
2016-2017,Premier League,playing_time,squad_against,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Everton,Everton,d3fd31cc,27,27.4,38,"3,420",90,100,38.0,418,,,104,17,162,1.13,44,62,-18,-0.47,https://fbref.com/en/squads/d3fd31cc/2016-2017/Everton-Stats
2016-2017,Premier League,playing_time,squad_against,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Hull City,Hull,bd8769d1,28,27.4,38,"3,420",90,100,38.0,418,,,107,19,159,1.92,80,37,+43,+1.13,https://fbref.com/en/squads/bd8769d1/2016-2017/Hull-City-Stats
2016-2017,Premier League,playing_time,squad_against,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Leicester City,Leicester,a2d435b3,25,27.2,38,"3,420",90,100,38.0,418,,,102,18,164,1.63,63,48,+15,+0.39,https://fbref.com/en/squads/a2d435b3/2016-2017/Leicester-City-Stats
2016-2017,Premier League,playing_time,squad_against,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Liverpool,Liverpool,822bd0ba,23,27.3,38,"3,420",90,100,38.0,418,,,105,21,161,0.74,42,78,-36,-0.95,https://fbref.com/en/squads/822bd0ba/2016-2017/Liverpool-Stats
2016-2017,Premier League,playing_time,squad_against,2016-2017 Premier League Stats _ FBref.com.html,2026-09-20T20:42:19.700222+00:00,Manchester City,Man City,b8fd03ef,25,27.3,38,"3,420",90,100,38.0,418,,,108,20,158,0.71,39,80,-41,-1.08,https://fbref.com/en/squads/b8fd03ef/2016-2017/Manchester-City-Stats
